2232,871|2374,907|2374,907|7331-7343||11|office room|11|11
5718,1850|5649,1811|5649,1811|7167||11|office room|11|11
5719,1718|5650,1748|5650,1748|7166||11|office room|11|11
5574,1849|5641,1810|5641,1810|7165||11|office room|11|11
5574,1717|5641,1748|5641,1748|7164||11|office room|11|11
5447,1847|5382,1811|5382,1811|7163||11|office room|11|11
5448,1714|5382,1749|5382,1749|7162||11|office room|11|11
5295,1790|5296,1648|5296,1648|7161||11|office room|11|11
5065,1798|4970,1647|4973,1932|7152-7153||11|office room|11|11
4962,2013|5007,1990|5007,1990|7301||11|office room|11|11
4852,1717|4803,1647|4803,1647|7146||11|office room|11|11
4803,1870|4791,1811|4791,1811|7145||11|office room|11|11
4753,1719|4768,1648|4768,1648|7144||11|office room|11|11
4713,1871|4707,1813|4707,1813|7143||11|office room|11|11
4650,1716|4650,1649|4650,1649|7142||11|office room|11|11
4629,1870|4626,1814|4626,1814|7141||11|office room|11|11
4550,1871|4547,1812|4547,1812|7140||11|office room|11|11
4527,1719|4521,1647|4521,1647|7139||11|office room|11|11
4465,1871|4464,1811|4464,1811|7138||11|office room|11|11
4406,1718|4386,1648|4386,1648|7137||11|office room|11|11
4386,1872|4378,1810|4378,1810|7136||11|office room|11|11
4306,1869|4299,1810|4299,1810|7135||11|office room|11|11
4281,1715|4274,1647|4274,1647|7134||11|office room|11|11
4220,1873|4217,1812|4217,1812|7133||11|office room|11|11
4155,1718|4141,1647|4141,1647|7132||11|office room|11|11
4136,1873|4146,1811|4146,1811|7130||11|office room|11|11
4032,1892|4060,1892|4060,1892|7127||11|office room|11|11
3974,1888|3981,1931|3981,1931|7126||11|office room|11|11
3900,1890|3903,1930|3903,1930|7121||11|office room|11|11
3946,1813|3900,1868|3900,1868|7122||11|office room|11|11
3895,1701|3900,1648|3900,1648|7122A||11|office room|11|11
3979,1696|3945,1700|3945,1700|7122B||11|office room|11|11
4032,1830|4009,1828|4009,1828|7123||11|office room|11|11
4037,1758|4007,1727|4007,1727|7124||11|office room|11|11
4033,1684|4007,1705|4007,1705|7125||11|office room|11|11
3786,1710|3778,1647|3778,1647|7120||11|office room|11|11
3688,1721|3680,1647|3680,1647|7119||11|office room|11|11
3807,1837|3836,1840|3836,1840|7113||11|office room|11|11
3806,1892|3835,1892|3835,1892|7114||11|office room|11|11
3745,1868|3745,1927|3745,1927|7112||11|office room|11|11
3664,1871|3665,1928|3665,1928|7111||11|office room|11|11
3546,1770|3612,1669|3490,1667|7115||11|office room|11|11
3431,1717|3423,1646|3423,1646|7107||11|office room|11|11
3411,1875|3407,1929|3407,1929|7106||11|office room|11|11
3319,1720|3321,1651|3321,1651|7104||11|office room|11|11
3316,1870|3334,1929|3334,1929|7105||11|office room|11|11
3253,1864|3255,1928|3255,1928|7103||11|office room|11|11
3456,2030|3491,1957|3491,1957|7250||11|office room|11|11
3523,2029|3515,1957|3515,1957|7251||11|office room|11|11
3574,2026|3545,1954|3545,1954|7252||11|office room|11|11
3518,2129|3519,2074|3519,2074|7253||11|office room|11|11
2390,867|2391,889|2391,889|13||4|lift|4|4
2427,867|2423,890|2423,890|14||4|lift|4|4
2463,866|2462,889|2462,889|15||4|lift|4|4
5464,2019|5443,2020|5443,2020|33||4|lift|4|4
4385,2038|4386,2014|4386,2014|22||4|lift|4|4
3396,2037|3398,2015|3398,2015|19||4|lift|4|4
4080,2398|4048,2397|4048,2397|21||4|lift|4|4
4340,2398|4371,2398|4371,2398|23||4|lift|4|4
5316,2015|5293,1954|5293,1954|||2|toilet (male)|2|2
3283,2028|3316,1954|3316,1954|||2|toilet (male)|2|2
4072,2531|4070,2505|4070,2505|||2|toilet (male)|2|2
4093,2487|4058,2482|4058,2482|||3|toilet (female)|3|3
4259,2025|4297,1955|4297,1955|||3|toilet (female)|3|3
1963,894|2005,922|2005,922|||6|stair|6|6
2514,892|2467,924|2467,924|||6|stair|6|6
5654,1586|5632,1636|5632,1636|||6|stair|6|6
4700,1583|4643,1638|4643,1638|||6|stair|6|6
5066,2018|5019,1990|5019,1990|||6|stair|6|6
4337,2012|4378,1992|4378,1992|||6|stair|6|6
4080,2020|4035,1991|4035,1991|||6|stair|6|6
4351,2450|4376,2409|4376,2409|||6|stair|6|6
4075,2450|4039,2412|4039,2412|||6|stair|6|6
3353,2022|3391,1988|3391,1988|||6|stair|6|6
3115,2020|3070,1990|3070,1990|||6|stair|6|6
3717,1584|3661,1634|3661,1634|||6|stair|6|6
3224,1551|3224,1633|3224,1633|||6|stair|6|6
3497,1724|3531,1644|3531,1644|7108||11|office room|11|11
3497,1853|3487,1926|3487,1926|7109||11|office room|11|11
3583,1856|3570,1927|3570,1927|7110||11|office room|11|11
3580,1724|3614,1645|3614,1645|7118||11|office room|11|11
3166,1777|3170,1927|3170,1927|7101||11|office room|11|11
3251,1718|3237,1645|3237,1645|7102||11|office room|11|11
4888,1859|4903,1809|4903,1809|7147-7150||11|office room|11|11
4655,2394|4544,2396|4544,2396|7307-7313||11|office room|11|11
3807,2465|3989,2406|3989,2406|7201-7220||11|office room|11|11
