5611,1079|5700,1172|5700,1172|SAO Counseling and Development Section||11|office room|11|11
5371,998|5342,1047|5342,1047|4607||11|office room|11|11
5259,1004|5199,1047|5199,1047|4605||11|office room|11|11
5168,989|5194,1014|5194,1014|4605A||11|office room|11|11
5334,1085|5304,1058|5304,1058|4606||11|office room|11|11
5259,1103|5294,1096|5294,1096|4606A||11|office room|11|11
5313,1127|5321,1098|5321,1098|4606B||11|office room|11|11
5352,1128|5340,1101|5340,1101|4606C||11|office room|11|11
5392,1109|5365,1086|5365,1086|4606D||11|office room|11|11
5011,998|4995,1047|5034,1047|4599||11|office room|11|11
5011,998|4995,1047|5034,1047|4600||11|office room|11|11
5089,1085|5074,1056|5074,1056|4601||11|office room|11|11
5128,1084|5101,1097|5101,1097|4601A||11|office room|11|11
5119,1125|5097,1101|5097,1101|4601B||11|office room|11|11
5076,1128|5075,1100|5075,1100|4601C||11|office room|11|11
5036,1110|5012,1055|5012,1055|4602||11|office room|11|11
5486,1228|5561,1156|5562,1299|4619||11|office room|11|11
4902,813|4874,842|4874,842|4594||11|office room|11|11
4914,860|4878,848|4878,848|4595||11|office room|11|11
4913,898|4877,909|4877,909|4596||11|office room|11|11
4917,944|4877,931|4877,931|4597||11|office room|11|11
4782,846|4826,848|4826,848|4593||11|office room|11|11
4839,846|4867,848|4867,848|4593A||11|office room|11|11
4810,917|4868,910|4868,910|4592||11|office room|11|11
5481,1392|5565,1322|5562,1467|4620||11|office room|11|11
4849,1264|4815,1220|4815,1220|4585A||11|office room|11|11
4848,1164|4851,1119|4851,1119|4585B||11|office room|11|11
4916,1127|4877,1094|4877,1094|4585C||11|office room|11|11
5481,1556|5560,1487|5562,1630|4621||11|office room|11|11
4841,1330|4832,1378|4832,1378|4585||11|office room|11|11
4914,1341|4866,1385|4866,1385|4596||11|office room|11|11
4916,1270|4875,1259|4875,1259|4587||11|office room|11|11
4916,1229|4877,1217|4877,1217|4588||11|office room|11|11
4916,1188|4877,1176|4877,1176|4589||11|office room|11|11
4874,1437|4820,1388|4820,1388|4584||11|office room|11|11
4748,1055|4731,1109|4731,1109|4573||11|office room|11|11
4740,980|4708,1026|4708,1026|4574||11|office room|11|11
4680,999|4704,1032|4704,1032|4572A||11|office room|11|11
