355,180|387,222|387,222|3001||11|office room|11|11
421,180|437,222|437,222|3002||11|office room|11|11
472,180|489,222|489,222|3003||11|office room|11|11
647,180|670,222|670,222|3005||11|office room|11|11
705,180|722,222|722,222|3006||11|office room|11|11
756,180|774,222|774,222|3007||11|office room|11|11
808,180|822,222|822,222|3008||11|office room|11|11
872,180|838,222|838,222|3009||11|office room|11|11
872,323|833,307|833,307|3011||11|office room|11|11
872,376|833,359|833,359|3012||11|office room|11|11
872,430|833,410|833,410|3013||11|office room|11|11
872,724|842,686|842,686|3016||11|office room|11|11
808,724|791,686|791,686|3017||11|office room|11|11
752,724|772,686|772,686|3018||11|office room|11|11
701,724|721,686|721,686|3019||11|office room|11|11
571,724|559,686|559,686|3021||11|office room|11|11
524,724|540,686|540,686|3022||11|office room|11|11
472,724|489,686|489,686|3023||11|office room|11|11
421,724|438,686|438,686|3024||11|office room|11|11
355,724|382,686|382,686|3025||11|office room|11|11
355,570|395,600|395,600|3027||11|office room|11|11
355,505|395,522|395,522|3028||11|office room|11|11
489,347|524,324|524,324|||6|stair|6|6
778,582|752,628|752,628|||6|stair|6|6
702,574|682,577|682,577|Lift 5||4|lift|4|4
702,623|681,620|681,620|Lift 6||4|lift|4|4
723,331|732,303|732,303|||2|toilet (male)|2|2
772,298|739,287|739,287|||3|toilet (female)|3|3
