5739,1085|5709,1048|5709,1048|6593||11|office room|11|11
5660,1049|5700,1168|5700,1168|6592||11|office room|11|11
5504,1026|5587,1111|5425,1110|6591||11|office room|11|11
5306,978|5330,1007|5330,1007|6577||11|office room|11|11
5347,1043|5318,1107|5318,1107|6576||11|office room|11|11
5032,1037|4963,1115|5119,1110|6573||11|office room|11|11
5431,1254|5481,1234|5481,1234|6599||11|office room|11|11
5527,1204|5492,1191|5492,1191|6598||11|office room|11|11
5444,1204|5481,1193|5481,1193|6597||11|office room|11|11
5529,1162|5493,1174|5493,1174|6596||11|office room|11|11
5445,1164|5479,1175|5479,1175|6595||11|office room|11|11
5486,1376|5566,1295|5565,1458|6602||11|office room|11|11
5498,1537|5612,1567|5612,1567|6603||11|office room|11|11
4601,1057|4701,1107|4701,1107|6539||11|office room|11|11
4601,1057|4701,1107|4701,1107|6540||11|office room|11|11
4601,1057|4701,1107|4701,1107|6541||11|office room|11|11
4601,1057|4701,1107|4701,1107|6542||11|office room|11|11
4601,1057|4701,1107|4701,1107|6543||11|office room|11|11
4601,1057|4701,1107|4701,1107|6544||11|office room|11|11
4601,1057|4701,1107|4701,1107|6545||11|office room|11|11
4601,1057|4701,1107|4701,1107|6546||11|office room|11|11
4601,1057|4701,1107|4701,1107|6547||11|office room|11|11
4601,1057|4701,1107|4701,1107|6548||11|office room|11|11
4518,1302|4549,1189|4549,1189|6525||11|office room|11|11
4518,1302|4549,1189|4549,1189|6526||11|office room|11|11
4518,1302|4549,1189|4549,1189|6527||11|office room|11|11
4518,1302|4549,1189|4549,1189|6528||11|office room|11|11
4518,1302|4549,1189|4549,1189|6529||11|office room|11|11
4518,1302|4549,1189|4549,1189|6530||11|office room|11|11
4518,1302|4549,1189|4549,1189|6531||11|office room|11|11
4518,1302|4549,1189|4549,1189|6532||11|office room|11|11
4518,1302|4549,1189|4549,1189|6533||11|office room|11|11
4518,1302|4549,1189|4549,1189|6534||11|office room|11|11
4518,1302|4549,1189|4549,1189|6535||11|office room|11|11
4518,1302|4549,1189|4549,1189|6536||11|office room|11|11
4518,1302|4549,1189|4549,1189|6537||11|office room|11|11
4518,1302|4549,1189|4549,1189|6538||11|office room|11|11
4229,1026|4529,1122|4529,1122|6580||11|office room|11|11
4229,1026|4529,1122|4529,1122|6581||11|office room|11|11
4229,1026|4529,1122|4529,1122|6582||11|office room|11|11
4229,1026|4529,1122|4529,1122|6583||11|office room|11|11
4509,1536|4687,1539|4687,1539|6568||11|office room|11|11
4509,1536|4687,1539|4687,1539|6569||11|office room|11|11
4877,1406|4814,1316|4798,1475|6558||11|office room|11|11
4822,1254|4876,1040|4876,1040|6549||11|office room|11|11
4822,1254|4876,1040|4876,1040|6550||11|office room|11|11
4822,1254|4876,1040|4876,1040|6551||11|office room|11|11
4822,1254|4876,1040|4876,1040|6552||11|office room|11|11
4822,1254|4876,1040|4876,1040|6553||11|office room|11|11
4822,1254|4876,1040|4876,1040|6554||11|office room|11|11
4822,1254|4876,1040|4876,1040|6555||11|office room|11|11
4822,1254|4876,1040|4876,1040|6556||11|office room|11|11
4822,1254|4876,1040|4876,1040|6557||11|office room|11|11
4822,1254|4876,1040|4876,1040|6558||11|office room|11|11
4822,1254|4876,1040|4876,1040|6559||11|office room|11|11
4822,1254|4876,1040|4876,1040|6560||11|office room|11|11
4822,1254|4876,1040|4876,1040|6561||11|office room|11|11
4822,1254|4876,1040|4876,1040|6562||11|office room|11|11
4822,1254|4876,1040|4876,1040|6563||11|office room|11|11
4822,1254|4876,1040|4876,1040|6564||11|office room|11|11
4822,1254|4876,1040|4876,1040|6565||11|office room|11|11
4822,1254|4876,1040|4876,1040|6566||11|office room|11|11
3793,1014|3792,1108|3792,1108|6525||11|office room|11|11
3540,1147|3687,1114|3687,1114|6401||11|office room|11|11
3540,1147|3687,1114|3687,1114|6402||11|office room|11|11
3540,1147|3687,1114|3687,1114|6403||11|office room|11|11
3540,1147|3687,1114|3687,1114|6404||11|office room|11|11
3540,1147|3687,1114|3687,1114|6405||11|office room|11|11
3540,1147|3687,1114|3687,1114|6406||11|office room|11|11
3540,1147|3687,1114|3687,1114|6407||11|office room|11|11
3540,1147|3687,1114|3687,1114|6408||11|office room|11|11
3540,1147|3687,1114|3687,1114|6409||11|office room|11|11
3540,1147|3687,1114|3687,1114|6410||11|office room|11|11
3540,1147|3687,1114|3687,1114|6411||11|office room|11|11
3540,1147|3687,1114|3687,1114|6412||11|office room|11|11
3540,1147|3687,1114|3687,1114|64133||11|office room|11|11
3540,1147|3687,1114|3687,1114|6414||11|office room|11|11
3540,1147|3687,1114|3687,1114|6415||11|office room|11|11
3540,1147|3687,1114|3687,1114|6416||11|office room|11|11
3540,1147|3687,1114|3687,1114|6417||11|office room|11|11
3540,1147|3687,1114|3687,1114|6418||11|office room|11|11
3540,1147|3687,1114|3687,1114|6419||11|office room|11|11
3540,1147|3687,1114|3687,1114|6420||11|office room|11|11
3540,1147|3687,1114|3687,1114|6421||11|office room|11|11
3540,1147|3687,1114|3687,1114|6422||11|office room|11|11
3540,1147|3687,1114|3687,1114|6423||11|office room|11|11
3882,1173|3855,1134|3855,1134|6501||11|office room|11|11
3882,1173|3855,1134|3855,1134|6502||11|office room|11|11
3882,1173|3855,1134|3855,1134|6503||11|office room|11|11
3882,1173|3855,1134|3855,1134|6504||11|office room|11|11
3882,1173|3855,1134|3855,1134|6505||11|office room|11|11
