606,753|624,682|552,706|7002||11|office room|11|11
544,797|546,746|546,746|7003||11|office room|11|11
460,522|483,563|483,563|7004||11|office room|11|11
509,506|514,554|514,554|7005||11|office room|11|11
559,492|585,532|585,532|7006||11|office room|11|11
610,477|631,518|631,518|7007||11|office room|11|11
658,463|663,507|663,507|7008||11|office room|11|11
709,449|731,487|731,487|7009||11|office room|11|11
757,431|778,472|778,472|7010||11|office room|11|11
915,510|969,475|969,475|7011||11|office room|11|11
853,431|955,447|955,447|7012||11|office room|11|11
844,532|840,572|840,572|7013||11|office room|11|11
1038,346|1076,381|1076,381|7016||11|office room|11|11
1103,326|1107,373|1107,373|7017||11|office room|11|11
1153,309|1156,358|1156,358|7018||11|office room|11|11
1226,301|1213,367|1213,367|7021||11|office room|11|11
1256,385|1200,407|1200,407|7022||11|office room|11|11
2026,1222|1924,1144|1924,1144|7023||11|office room|11|11
1058,503|1027,518|1027,518|1||4|lift|4|4
1071,547|1040,557|1040,557|2||4|lift|4|4
1823,1149|1791,1149|1791,1149|3||4|lift|4|4
1824,1194|1791,1194|1791,1194|4||4|lift|4|4
1924,1238|1913,1166|1913,1166|||6|stair|6|6
678,728|669,655|669,655|||6|stair|6|6
1181,573|1142,509|1142,509|||6|stair|6|6
982,673|1021,649|1021,649|||2|toilet (male)|2|2
1708,1277|1734,1230|1734,1230|||2|toilet (male)|2|2
1707,1183|1732,1219|1732,1219|||3|toilet (female)|3|3
959,581|1009,607|1009,607|||3|toilet (female)|3|3
