355,180|387,222|387,222|2001||11|office room|11|11
421,180|437,222|437,222|2002||11|office room|11|11
472,180|489,222|489,222|2003||11|office room|11|11
526,180|506,222|506,222|2004||11|office room|11|11
654,150|664,189|664,189|2006||11|office room|11|11
705,150|722,189|722,189|2007||11|office room|11|11
756,150|774,189|774,189|2008||11|office room|11|11
808,150|820,189|820,189|2009||11|office room|11|11
872,180|833,207|833,207|2010||11|office room|11|11
872,261|833,229|833,229|2011||11|office room|11|11
872,323|833,307|833,307|2012||11|office room|11|11
872,376|833,359|833,359|2013||11|office room|11|11
872,430|833,410|833,410|2014||11|office room|11|11
872,599|833,625|833,625|2016||11|office room|11|11
872,724|841,686|841,686|2018||11|office room|11|11
808,724|791,686|791,686|2019||11|office room|11|11
752,724|772,686|772,686|2020||11|office room|11|11
701,724|721,686|721,686|2021||11|office room|11|11
575,724|559,686|559,686|2023||11|office room|11|11
524,724|540,686|540,686|2024||11|office room|11|11
472,724|489,686|489,686|2025||11|office room|11|11
421,724|438,686|438,686|2026||11|office room|11|11
355,724|382,686|382,686|2027||11|office room|11|11
355,570|395,600|395,600|2029||11|office room|11|11
355,510|395,522|395,522|2030||11|office room|11|11
356,312|395,324|395,324|2032||11|office room|11|11
743,425|690,503,798,504|690,503,798,504|2042||12|class room|12|12
489,347|524,324|524,324|||6|stair|6|6
778,582|752,628|752,628|||6|stair|6|6
702,574|682,577|682,577|Lift 5||4|lift|4|4
702,623|681,620|681,620|Lift 6||4|lift|4|4
723,331|732,303|732,303|||2|toilet (male)|2|2
772,298|739,287|739,287|||3|toilet (female)|3|3
