672,1244|703,1208|703,1208|||2|toilet (male)|2|2
745,1254|741,1217|741,1217|||3|toilet (female)|3|3
1218,1239|1202,1162|1202,1162|||2|toilet (male)|2|2
1283,1236|1297,1166|1297,1166|||3|toilet (female)|3|3
1429,931|1868,954|1868,954|LG7 Kitchen||0|restaurant|0|0
1896,1139|1889,977|1889,977|ParknShop||1|shop|1|1
2056,966|2004,986|2004,986|Mega Hair||1|shop|1|1
2004,854|2004,878|2004,878|10||4|lift|4|4
2041,857|2040,880|2040,880|11||4|lift|4|4
2075,856|2074,880|2074,880|12||4|lift|4|4
2440,856|2438,880|2438,880|15||4|lift|4|4
1970,1735|1949,1746|1949,1746|3||4|lift|4|4
1542,858|1492,859|1492,859|||5|escalator|5|5
1950,848|1964,895|1964,895|||6|stair|6|6
2485,849|2474,898|2474,898|||6|stair|6|6
1887,1735|1918,1701|1918,1701|||6|stair|6|6
1543,874|1494,876|1494,876|||5|escalator|5|5
1542,840|1493,844|1493,844|||5|escalator|5|5
