2070,882|2055,900|2055,900|||2|toilet (male)|2|2
2752,1266|2719,1222|2719,1222|||3|toilet (female)|3|3
2391,877|2391,897|2391,897|13||4|lift|4|4
2429,879|2425,898|2425,898|14||4|lift|4|4
2465,877|2460,899|2460,899|15||4|lift|4|4
2764,1173|2730,1172|2730,1172|17||4|lift|4|4
2763,1207|2730,1208|2730,1208|18||4|lift|4|4
1844,1001|1857,1043|1857,1043|2358||11|office room|11|11
1892,1012|1937,1062|1937,1062|2359||11|office room|11|11
1869,968|1859,985|1859,985|2360||11|office room|11|11
1962,1003|1980,1069|1980,1069|2361||11|office room|11|11
2069,1022|2058,1063|2058,1063|2365||11|office room|11|11
2052,979|2037,958|2037,958|2366||11|office room|11|11
2104,970|2142,1004|2142,1004|2372||11|office room|11|11
2110,1021|2139,1046|2139,1046|2371||11|office room|11|11
2171,978|2142,1004|2142,1004|2373||11|office room|11|11
2210,968|2233,1023|2233,1023|2375||11|office room|11|11
2251,967|2233,1023|2233,1023|2376||11|office room|11|11
2293,969|2319,1005|2319,1005|2384||11|office room|11|11
2333,968|2319,1005|2319,1005|2383||11|office room|11|11
2165,1029|2201,1039|2201,1039|2374||11|office room|11|11
2267,1030|2232,1041|2232,1041|2377||11|office room|11|11
2354,1021|2326,1048|2326,1048|2382||11|office room|11|11
2391,964|2427,966|2427,966|2389||11|office room|11|11
2404,993|2445,1015|2445,1015|2388||11|office room|11|11
2410,1039|2445,1015|2445,1015|2387||11|office room|11|11
1836,1104|1877,1071|1877,1071|2357||11|office room|11|11
1891,1105|1899,1072|1899,1072|2356||11|office room|11|11
1951,1105|1980,1069|1980,1069|2362||11|office room|11|11
1992,1104|1994,1069|1994,1069|2363||11|office room|11|11
2032,1104|2064,1070|2064,1070|2367||11|office room|11|11
2075,1103|2079,1068|2079,1068|2368||11|office room|11|11
2114,1104|2126,1066|2126,1066|2369||11|office room|11|11
2157,1104|2141,1066|2141,1066|2370||11|office room|11|11
2197,1106|2231,1067|2231,1067|2378||11|office room|11|11
2237,1105|2231,1067|2231,1067|2379||11|office room|11|11
2278,1106|2313,1067|2313,1067|2380||11|office room|11|11
2319,1105|2313,1067|2313,1067|2381||11|office room|11|11
2359,1106|2393,1068|2393,1068|2385||11|office room|11|11
