552,787|591,756|591,756|5002||11|office room|11|11
536,731|577,705|577,705|5003||11|office room|11|11
521,682|562,659|562,659|5004||11|office room|11|11
507,630|552,627|552,627|5005||11|office room|11|11
460,521|483,563|483,563|5006||11|office room|11|11
512,506|515,553|515,553|5007||11|office room|11|11
559,490|582,533|582,533|5008||11|office room|11|11
609,478|634,515|634,515|5009||11|office room|11|11
659,462|664,509|664,509|5010||11|office room|11|11
707,447|731,488|731,488|5011||11|office room|11|11
756,431|780,471|780,471|5012||11|office room|11|11
810,415|810,462|810,462|5013||11|office room|11|11
857,401|878,443|878,443|5014||11|office room|11|11
905,386|929,427|929,427|5015||11|office room|11|11
636,589|599,542|599,542|5016||11|office room|11|11
758,617|791,485|791,485|5017||11|office room|11|11
892,518|813,478|813,478|5018||11|office room|11|11
1053,338|1076,382|1076,382|5020||11|office room|11|11
1104,327|1106,373|1106,373|5021||11|office room|11|11
1152,309|1156,356|1156,356|5022||11|office room|11|11
1202,294|1223,337|1223,337|5023||11|office room|11|11
1253,280|1254,328|1254,328|5024||11|office room|11|11
1080,437|1051,407|1051,407|5025||11|office room|11|11
1189,420|1162,370|1162,370|5026||11|office room|11|11
1274,395|1232,421|1232,421|5029||11|office room|11|11
1291,448|1239,448|1239,448|5030||11|office room|11|11
1304,494|1262,516|1262,516|5031||11|office room|11|11
1324,559|1269,555|1269,555|5032||11|office room|11|11
1069,701|1116,695|1116,695|5041||11|office room|11|11
1082,753|1125,725|1125,725|5042||11|office room|11|11
1096,802|1148,794|1148,794|5043||11|office room|11|11
1111,851|1161,845|1161,845|5044||11|office room|11|11
1126,900|1170,875|1170,875|5045||11|office room|11|11
1215,760|1261,708|1151,744|5047||11|office room|11|11
1238,921|1194,902|1194,902|5048||11|office room|11|11
1287,912|1307,865|1307,865|5049||11|office room|11|11
1318,679|1270,686|1270,686|5050||11|office room|11|11
1330,728|1290,753|1290,753|5051||11|office room|11|11
1346,778|1306,803|1306,803|5052||11|office room|11|11
1363,827|1321,851|1321,851|5053||11|office room|11|11
1379,876|1329,881|1329,881|5054||11|office room|11|11
1106,1002|1154,1016|1154,1016|5056||11|office room|11|11
1102,1056|1152,1067|1152,1067|5057||11|office room|11|11
1107,1107|1151,1118|1151,1118|5058||11|office room|11|11
1110,1160|1152,1149|1152,1149|5059||11|office room|11|11
1107,1208|1152,1220|1152,1220|5060||11|office room|11|11
1107,1269|1153,1254|1153,1254|5061||11|office room|11|11
1252,1100|1234,1050|1234,1050|5064||11|office room|11|11
1348,1172|1414,1049|1414,1049|5067||11|office room|11|11
1559,1167|1442,1052|1636,1051|5069||11|office room|11|11
1455,991|1446,1035|1446,1035|5070||11|office room|11|11
1507,991|1497,1035|1497,1035|5071||11|office room|11|11
1560,990|1570,1035|1570,1035|5072||11|office room|11|11
1613,993|1601,1036|1601,1036|5073||11|office room|11|11
1663,989|1652,1034|1652,1034|5074||11|office room|11|11
1714,991|1723,1037|1723,1037|5075||11|office room|11|11
1868,992|1879,1036|1879,1036|5077||11|office room|11|11
1920,992|1910,1035|1910,1035|5078||11|office room|11|11
1973,989|1961,1037|1961,1037|5079||11|office room|11|11
2022,991|2032,1036|2032,1036|5080||11|office room|11|11
2075,988|2065,1037|2065,1037|5081||11|office room|11|11
2064,1106|2015,1117|2015,1117|5082||11|office room|11|11
2064,1158|2017,1149|2017,1149|5083||11|office room|11|11
2063,1210|2016,1222|2016,1222|5084||11|office room|11|11
2064,1265|2018,1269|2018,1269|5085||11|office room|11|11
1919,1099|1936,1050|1936,1050|5088||11|office room|11|11
1057,504|1025,516|1025,516|1||4|lift|4|4
1072,547|1037,557|1037,557|2||4|lift|4|4
1824,1149|1791,1149|1791,1149|3||4|lift|4|4
1824,1194|1792,1192|1792,1192|4||4|lift|4|4
1925,1238|1912,1166|1912,1166|||6|stair|6|6
1244,1240|1256,1167|1256,1167|||6|stair|6|6
1181,573|1147,509|1147,509|||6|stair|6|6
680,725|670,653,1147,509|670,653|||6|stair|6|6
983,669|1023,651|1023,651|||2|toilet (male)|2|2
1710,1276|1731,1233|1731,1233|||2|toilet (male)|2|2
1705,1179|1732,1219|1732,1219|||3|toilet (female)|3|3
959,583|1007,607|1007,607|||3|toilet (female)|3|3
