355,180|387,222|387,222|1001||11|office room|11|11
421,180|437,222|437,222|1002||11|office room|11|11
474,180|489,222|489,222|1003||11|office room|11|11
531,180|541,222|541,222|1004||11|office room|11|11
705,180|722,222|722,222|1006||11|office room|11|11
756,180|774,222|774,222|1007||11|office room|11|11
808,180|825,222|825,222|1008||11|office room|11|11
872,180|843,222|843,222|1009||11|office room|11|11
872,323|834,307|834,307|1011||11|office room|11|11
872,376|843,359|843,359|1012||11|office room|11|11
872,599|843,625|843,625|1014||11|office room|11|11
872,724|843,686|843,686|1016||11|office room|11|11
808,724|791,686|791,686|1017||11|office room|11|11
732,724|772,686|772,686|1018||11|office room|11|11
579,724|559,686|559,686|1020||11|office room|11|11
524,724|540,686|540,686|1021||11|office room|11|11
472,724|489,686|489,686|1022||11|office room|11|11
422,724|438,686|438,686|1023||11|office room|11|11
356,724|383,686|383,686|1024||11|office room|11|11
356,374|395,360|395,360|1026||11|office room|11|11
356,309|395,340|395,340|1027||11|office room|11|11
743,425|690,503,798,504|690,503,798,504|1038||12|class room|12|12
489,347|524,324|524,324|||6|stair|6|6
778,582|752,628|752,628|||6|stair|6|6
702,574|682,577|682,577|Lift 5||4|lift|4|4
702,623|681,620|681,620|Lift 6||4|lift|4|4
723,331|732,303|732,303|||2|toilet (male)|2|2
772,298|739,287|739,287|||3|toilet (female)|3|3
