2824,1195|2855,1229|2855,1229|1381C||11|office room|11|11
2828,1256|2856,1246|2856,1246|1381B||11|office room|11|11
2921,1218|2857,1296|2857,1296|1381A||11|office room|11|11
2929,1323|2848,1320|2848,1320|1381|ARRO|11|office room|11|11
2779,1246|2745,1214|2745,1214|||2|toilet (male)|2|2
3559,901|3492,1001|3627,1001|LTF|Leung Yat Sing Lecture Theater|12|class room|12|12
3889,906|3824,1001|3957,1001|LTG|Chow Tak Sin Lecture Theater|12|class room|12|12
3570,794|3488,807|3488,807|1408||12|class room|12|12
3873,793|3954,807|3954,807|1509||12|class room|12|12
3631,802|3626,851|3626,851|1407||12|class room|12|12
3817,803|3817,850|3817,850|1508||12|class room|12|12
3519,1006|3515,1049|3515,1049|1404||12|class room|12|12
3572,1009|3617,1005|3617,1005|1405||12|class room|12|12
3924,1007|3927,1048|3927,1048|1510||12|class room|12|12
3875,1007|3830,1007|3830,1007|1506||12|class room|12|12
3483,1226|3492,1069|3492,1069|1402||11|office room|11|11
3562,1139|3620,1067|3620,1067|1403||11|office room|11|11
3528,1092|3499,1102|3499,1102|1402A||11|office room|11|11
3590,1092|3483,1179|3483,1179|1403A||11|office room|11|11
3549,1250|3515,144|3515,144|1401|Science Common Room|11|office room|11|11
3612,1268|3534,1287|3534,1287|1401D||11|office room|11|11
3492,1284|3534,1287|3534,1287|1401C||11|office room|11|11
3485,1326|3603,1352|3603,1352|1404B||11|office room|11|11
3569,1337|3540,1381|3540,1381|1401A||11|office room|11|11
3758,1152|3737,1150|3737,1150|25||4|lift|4|4
3756,1184|3737,1186|3737,1186|26||4|lift|4|4
3850,1150|3815,1063|3815,1063|1505||11|office room|11|11
3939,1147|3933,106|3933,106|1504||11|office room|11|11
3769,1245|3733,1219|3733,1219|||3|toilet (female)|3|3
3897,1356|3782,1343|3782,1343|1501|Coffee Shop|0|restaurant|0|0
3794,1412|3790,1445|3790,1445|1501A||0|restaurant|0|0
4543,897|4483,1004|4613,1004|LTH|Chen Kuan Cheng Forum|12|class room|12|12
4560,795|4480,807|4480,807|1516||12|class room|12|12
4620,803|4615,849|4615,849|1517||12|class room|12|12
4509,1007|4508,1048|4508,1048|1512||12|class room|12|12
4561,1008|4604,1006|4604,1006|1513||12|class room|12|12
4565,1113|4487,1082|4487,1082|1511||11|office room|11|11
4588,1387|4485,1331|4485,1331|1511A||11|office room|11|11
4912,879|4894,932|4894,932|1518||11|office room|11|11
4925,963|4901,963|4901,963|29||4|lift|4|4
4929,998|4901,996|4901,996|30||4|lift|4|4
4928,830|4900,831|4900,831|1518A||11|office room|11|11
4814,1053|4756,1044|4756,1044|1520||11|office room|11|11
4879,1069|4874,1030|4874,1030|1520A||11|office room|11|11
4852,1161|4891,1148|4891,1148|1520B||11|office room|11|11
4926,1051|4921,1080|4921,1080|1520D||11|office room|11|11
4929,1143|4923,1101|4923,1101|1520E||11|office room|11|11
4837,1251|4875,1231|4875,1231|1520C||11|office room|11|11
4847,1351|4714,1443|4714,1443|1523||11|office room|11|11
4702,1332|4712,1397|4712,1397|1523A||11|office room|11|11
4807,1119|4815,1082|4815,1082|1521||11|office room|11|11
4659,1153|4684,1152|4684,1152|27||4|lift|4|4
4658,1186|4683,1189|4683,1189|28||4|lift|4|4
4656,1243|4701,1254|4701,1254|||2|toilet (male)|2|2
4810,1193|4817,1140|4817,1140|||2|toilet (male)|2|2
4639,1639|4607,1632|4607,1632|1126||11|office room|11|11
4600,1692|4588,1639|4588,1639|1125A||11|office room|11|11
4517,1752|4484,1637|4484,1637|1125||11|office room|11|11
4610,1784|4579,1786|4579,1786|1125B||11|office room|11|11
4394,2038|4395,2014|4395,2014|22||4|lift|4|4
4305,1787|4235,1675|4374,1676|LTE|Cheung On Tak Lecture Theater|12|class room|12|12
4098,1794|4004,1675|4192,1678|LTD|Lee Wing Tat Lecture Theater|12|class room|12|12
4106,1664|4045,1669|4045,1669|1113||12|class room|12|12
4301,1672|4262,1658|4262,1658|1115||12|class room|12|12
4000,1876|3994,1905|3994,1905|1121||12|class room|12|12
4201,1875|4198,1904|4198,1904|1122||12|class room|12|12
4233,1873|4239,1906|4239,1906|1123||12|class room|12|12
4374,1877|4399,1886|4399,1886|1124||12|class room|12|12
3591,1771|3495,1645|3703,1643|LTB|Lam Woo Lecture Theater|12|class room|12|12
3836,1772|3753,1644|3906,1646|LTC|Padma & Hari Harilela Lecture Theater|12|class room|12|12
3599,1630|3551,1627|3551,1627|1109||12|class room|12|12
3845,1633|3799,1643|3799,1643|1111||12|class room|12|12
3485,1870|3495,1907|3495,1907|1118||12|class room|12|12
3718,1872|3701,1906|3701,1906|1119||12|class room|12|12
3908,1879|3915,1907|3915,1907|1120||12|class room|12|12
3268,1767|3130,1613|3409,1613|LTA|Citigroup Lecture Theater|12|class room|12|12
3265,1610|3331,1601|3331,1601|1107||11|office room|11|11
3146,1885|3126,1939|3126,1939|1116||12|class room|12|12
3393,1886|3414,1937|3414,1937|1117||12|class room|12|12
4256,2020|4293,1984|4293,1984|||2|toilet (male)|2|2
4084,2540|4061,2494|4061,2494|||3|toilet (female)|3|3
3290,2019|3320,1991|3320,1991|||2|toilet (male)|2|2
4086,2405|4053,2406|4053,2406|21||4|lift|4|4
3397,2047|3406,2013|3406,2013|19||4|lift|4|4
3346,2409|3369,2409|3369,2409|20||4|lift|4|4
4070,2132|4015,2109|4015,2109|1212||11|office room|11|11
4031,2207|3995,221|3995,221|1212A||11|office room|11|11
4051,230|3997,235|3997,235|1215||11|office room|11|11
3948,1982|3948,2010|3948,2010|1209A||11|office room|11|11
3866,1982|3868,2009|3868,2009|1209D||11|office room|11|11
3878,2081|3989,2110|3989,2110|1209||11|office room|11|11
3944,215|3933,211|3933,211|1209B||11|office room|11|11
3790,214|3826,212|3826,212|1209C||11|office room|11|11
3676,214|3698,207|3698,207|1207C||11|office room|11|11
3624,2032|3700,1950|3700,1950|1207||11|office room|11|11
3498,1993|3538,1987|3538,1987|1207B||11|office room|11|11
3498,2052|3536,2033|3536,2033|1207A||11|office room|11|11
3706,224|3684,218|3684,218|1206C||11|office room|11|11
3559,2327|3454,2223|3455,2423|1206||11|office room|11|11
3722,2335|3667,2366|3667,2366|1206B||11|office room|11|11
3703,2438|3666,2412|3666,2412|1206A||11|office room|11|11
3874,2232|3967,226|3967,226|1210||11|office room|11|11
3869,2411|3967,242|3967,242|1211||11|office room|11|11
3929,250|3910,244|3910,244|1211A||11|office room|11|11
3726,2513|3716,2552|3716,2552|1205||11|office room|11|11
3645,2521|3607,2546|3607,2546|1202A||11|office room|11|11
3725,2607|3663,2617|3663,2617|1204||11|office room|11|11
3193,2422|3145,2420|3145,2420|1034||11|office room|11|11
3190,2483|3148,2479|3148,2479|1034A||11|office room|11|11
3187,2532|3238,2526|3238,2526|1035||11|office room|11|11
3201,2589|3235,2590|3235,2590|1036||11|office room|11|11
3187,2629|3239,2631|3239,2631|1037||11|office room|11|11
3187,2672|3235,2663|3235,2663|1038||11|office room|11|11
3569,2713|3692,2736|3692,2736|1201||11|office room|11|11
3569,2713|3692,2736|3692,2736|1202||11|office room|11|11
3697,2688|3696,2730|3696,2730|1203A||11|office room|11|11
3695,2768|3697,2742|3697,2742|1203B||11|office room|11|11
3744,2738|3701,2736|3701,2736|1203C||11|office room|11|11
3745,2864|3723,2793|3723,2793|1203D||11|office room|11|11
3878,2673|3969,266|3969,266|1213||11|office room|11|11
3941,2824|3889,2823|3889,2823|1213A||11|office room|11|11
3941,2877|3888,2889|3888,2889|1213B||11|office room|11|11
4066,2812|4024,2795|4024,2795|1221||11|office room|11|11
4068,2847|4022,2840|4022,2840|1222||11|office room|11|11
4072,2892|4023,2885|4023,2885|1223||11|office room|11|11
4067,2934|4018,2930|4018,2930|1224||11|office room|11|11
4070,2976|4020,2960|4020,2960|1225||11|office room|11|11
4075,3015|4031,3027|4031,3027|1226||11|office room|11|11
4085,3061|4061,3027|4061,3027|1227||11|office room|11|11
4031,3067|4031,3027|4031,3027|1228||11|office room|11|11
3988,3062|3987,3027|3987,3027|1229||11|office room|11|11
3954,3065|3954,3026|3954,3026|1230||11|office room|11|11
3925,3072|3924,3028|3924,3028|1231||11|office room|11|11
3893,3075|3891,3026|3891,3026|1232||11|office room|11|11
3864,3076|3858,3028|3858,3028|1233||11|office room|11|11
3130,2833|3169,2832|3169,2832|1039||11|office room|11|11
3060,2818|3004,2804|3004,2804|1043A||11|office room|11|11
3021,2744|3125,2754|3125,2754|1043||11|office room|11|11
3014,2615|3017,2538|3122,2645|1047||11|office room|11|11
3010,2515|3022,2561|3022,2561|1047A||11|office room|11|11
3037,2455|3000,2463|3000,2463|1046||11|office room|11|11
3015,2417|2991,2463|2991,2463|1049||11|office room|11|11
3106,2407|3056,2452|3056,2452|1048||11|office room|11|11
3020,2140|2946,2115|3007,2222|1030A-B||11|office room|11|11
2946,2259|2935,2231|2935,2231|1031B||11|office room|11|11
2978,2244|2955,2223|2955,2223|1031C||11|office room|11|11
2877,2116|2897,2063|2897,2063|1031||11|office room|11|11
2924,2005|2890,2044|2890,2044|1029||11|office room|11|11
2779,2012|2822,2006|2822,2006|1031A||11|office room|11|11
2847,1922|2800,1948|2800,1948|1028||11|office room|11|11
2789,1873|2758,1913|2758,1913|1027||11|office room|11|11
2714,1821|2696,1867|2696,1867|1026||11|office room|11|11
2746,1988|2755,1947|2755,1947|1022||11|office room|11|11
2703,1959|2710,1917|2710,1917|1023||11|office room|11|11
2651,1913|2674,1863|2674,1863|1024||11|office room|11|11
2585,1882|2625,1879|2625,1879|1024A||11|office room|11|11
2655,1811|2648,1841|2648,1841|1025||11|office room|11|11
2624,1775|2641,1807|2641,1807|1025B||11|office room|11|11
2994,1984|3038,1998|3038,1998|1105A||11|office room|11|11
3030,2028|3039,1953|3039,1953|1105||11|office room|11|11
2802,1733|2675,1599|2877,1598|1101|Computer Barn B|22|function room|22|22
2921,1619|2886,1637|2886,1637|1101B||11|office room|11|11
2885,1879|2915,1904|2915,1904|1101A||11|office room|11|11
3034,1917|3022,1887|3022,1887|1102||11|office room|11|11
3047,2252|3056,2271|3056,2271|1||4|lift|4|4
2494,1744|2516,1754|2516,1754|2||4|lift|4|4
2990,2358|2964,2321|2964,2321|||2|toilet (male)|2|2
2535,1858|2497,1855|2497,1855|||3|toilet (female)|3|3
2810,1571|2853,1573|2853,1573|1100||11|office room|11|11
2940,1809|2938,1841|2938,1841|1103||11|office room|11|11
2995,1745|3077,1681|3077,1806|1104||11|office room|11|11
1939,1861|1979,1858|1979,1858|||2|toilet (male)|2|2
1982,1745|1958,1754|1958,1754|3||4|lift|4|4
1442,2257|1432,2279|1432,2279|4||4|lift|4|4
1514,205|1545,207|1545,207|1012||11|office room|11|11
1386,864|1458,865|1308,866|||6|stair|6|6
1247,1164|1193,1174|1193,1174|||6|stair|6|6
1427,1163|1479,1174|1479,1174|||6|stair|6|6
1403,983|1467,940|1344,938|1349||11|office room|11|11
1967,867|2009,900|2009,900|||6|stair|6|6
2515,869|2472,899|2472,899|||6|stair|6|6
2684,1232|2716,1174|2716,1174|||6|stair|6|6
3220,1174|3257,1150|3257,1150|||6|stair|6|6
3664,1230|3695,1174|3695,1174|||6|stair|6|6
4202,1173|4237,1150|4237,1150|||6|stair|6|6
4198,1458|4158,1478|4158,1478|||6|stair|6|6
3708,1563|3709,1509|3709,1509|||6|stair|6|6
3219,1547|3254,1572|3254,1572|||6|stair|6|6
4732,1229|4702,1174|4702,1174|||6|stair|6|6
4927,1213|4898,1236|4898,1236|||6|stair|6|6
4806,957|4838,1009|4838,1009|||6|stair|6|6
5071,2048|5104,2000|5104,2000|||6|stair|6|6
4079,2020|4023,1996|4023,1996|||6|stair|6|6
4316,1995|4367,1992|4367,1992|||6|stair|6|6
4343,2461|4367,2422|4367,2422|||6|stair|6|6
3348,2463|3379,2450|3379,2450|||6|stair|6|6
3090,2325|3037,2322|3037,2322|||6|stair|6|6
3349,2020|3387,1994|3387,1994|||6|stair|6|6
3111,2018|3068,1993|3068,1993|||6|stair|6|6
3345,2742|3390,2769|3390,2769|||6|stair|6|6
2580,1746|2538,1797|2538,1797|||6|stair|6|6
2726,1575|2674,1593|2674,1593|||6|stair|6|6
1900,1750|1943,1795|1943,1795|||6|stair|6|6
2721,1488|2806,1487|2806,1487|||6|stair|6|6
1388,2324|1449,2324|1449,2324|||6|stair|6|6
5039,2464|5009,2421|5009,2421|||6|stair|6|6
4334,1539|4242,1536|4242,1536|||5|escalator|5|5
4338,1583|4239,1582|4239,1582|||5|escalator|5|5
2694,1416|2779,1416|2779,1416|||5|escalator|5|5
2689,1377|2780,1376|2780,1376|||5|escalator|5|5
1418,2455|1436,2358|1436,2358|1001||11|office room|11|11
1332,2485|1357,2512|1357,2512|1002||11|office room|11|11
1507,2370|1477,2377|1477,2377|1004||11|office room|11|11
1528,2314|1492,2321|1492,2321|1005||11|office room|11|11
1550,2259|1519,2264|1519,2264|1006||11|office room|11|11
1429,2174|1445,2207|1445,2207|1009||11|office room|11|11
1457,2123|1494,2119|1494,2119|1010||11|office room|11|11
1497,2084|1499,2118|1499,2118|1011||11|office room|11|11
1783,1946|1823,1861|1704,1998|1015||11|office room|11|11
1662,1919|1747,1901|1747,1901|1017A||11|office room|11|11
1792,1809|1880,1816|1764,1889|1018||11|office room|11|11
2902,961|2891,1012|2891,1012|1385||11|office room|11|11
2737,977|2748,1013|2748,1013|1377||11|office room|11|11
3749,1983|3690,1998|3690,1998|1208||11|office room|11|11
