991,1100|1078,967|1138,1159|3001||12|class room|12|12
1515,879|1360,833|1432,1023|3003||12|class room|12|12
1370,486|1227,479|1331,633|3005||12|class room|12|12
1147,813|1266,890|1200,675|3028||12|class room|12|12
857,399|856,451|856,451|3009||11|office room|11|11
758,430|757,479|757,479|3010||11|office room|11|11
519,531|538,575|538,575|3013||11|office room|11|11
630,622|599,662|599,662|3014||11|office room|11|11
821,630|844,592|844,592|3015||11|office room|11|11
804,579|806,550|806,550|3016||11|office room|11|11
1167,1253|1204,1201|1204,1201|3034, 3035||11|office room|11|11
1246,1128|1221,1098|1221,1098|3036||11|office room|11|11
1301,1160|1330,1203|1330,1203|3037||11|office room|11|11
1394,1146|1363,1190|1363,1190|3038||11|office room|11|11
1471,1146|1440,1189|1440,1189|3039||11|office room|11|11
1551,1145|1517,1190|1517,1190|3041||11|office room|11|11
1312,1254|1345,1205|1345,1205|3042||11|office room|11|11
1393,1251|1362,1205|1362,1205|3044||11|office room|11|11
1472,1250|1439,1204|1439,1204|3045||11|office room|11|11
1550,1252|1517,1204|1517,1204|3047||11|office room|11|11
1634,1253|1597,1204|1597,1204|3048||11|office room|11|11
1647,1158|1610,1203|1610,1203|3049||11|office room|11|11
1547,1011|1464,1060|1464,1060|3050||11|office room|11|11
1637,1029|1606,1087|1606,1087|3051||11|office room|11|11
1899,1027|1864,1087|1864,1087|3053||11|office room|11|11
1974,1015|1960,1061|1960,1061|3054||11|office room|11|11
2027,1028|1990,1071|1990,1071|3055||11|office room|11|11
2002,1178|1936,1094|1936,1094|3056||11|office room|11|11
1819,1028|1804,1088|1804,1088|3065||11|office room|11|11
1059,505|1026,514|1026,514|1||4|lift|4|4
1072,548|1040,560|1040,560|2||4|lift|4|4
1825,1148|1794,1151|1794,1151|3||4|lift|4|4
1825,1195|1793,1196|1793,1196|4||4|lift|4|4
680,726|672,656|672,656|||6|stair|6|6
1183,578|1147,509|1147,509|||6|stair|6|6
1928,1244|1913,1169|1913,1169|||6|stair|6|6
1244,92|1255,1168|1255,1168|||6|stair|6|6
982,671|1024,652|1024,652|||2|toilet (male)|2|2
1706,1275|1736,1233|1736,1233|||2|toilet (male)|2|2
959,582|1009,607|1009,607|||3|toilet (female)|3|3
1710,1180|1735,1222|1735,1222|||3|toilet (female)|3|3
