5647,1024|5651,1095|5651,1095|5613A-M||11|office room|11|11
5439,1056|5543,1117|5543,1117|5611A-E||11|office room|11|11
5467,1204|5557,1138|5557,1138|5614||11|office room|11|11
5467,1204|5557,1138|5557,1138|5615||11|office room|11|11
5467,1204|5557,1138|5557,1138|5616||11|office room|11|11
5467,1204|5557,1138|5557,1138|5617||11|office room|11|11
5479,1351|5557,1280|5557,1280|5619||11|office room|11|11
5376,966|5344,992|5344,992|5601||11|office room|11|11
5312,964|5279,976|5279,976|5602||11|office room|11|11
5192,988|5254,1033|5254,1033|5603||11|office room|11|11
5102,987|5129,1019|5129,1019|5605||11|office room|11|11
5008,1001|4896,1044|4896,1044|5589-5605||11|office room|11|11
5073,1089|5016,1056|5016,1056|5591||11|office room|11|11
4969,1098|4870,1079|4870,1079|5588||11|office room|11|11
4876,1213|4847,1121|4847,1121|5583||11|office room|11|11
4909,1311|4873,1322|4873,1322|5582||11|office room|11|11
4911,1353|4871,1345|4871,1345|5581||11|office room|11|11
5483,1522|5554,1610|5554,1610|5620||11|office room|11|11
4839,1339|4863,1363|4863,1363|5580||11|office room|11|11
4784,1375|4822,1383|4822,1383|5579||11|office room|11|11
4911,1392|4873,1405|4873,1405|5578||11|office room|11|11
4912,1434|4872,1426|4872,1426|5577||11|office room|11|11
4776,1263|4802,1303|4802,1303|5585||11|office room|11|11
4757,1058|4746,1094|4746,1094|5555||11|office room|11|11
4799,1482|4863,1540|4863,1540|5569||11|office room|11|11
4892,1524|4869,1450|4869,1450|5570||11|office room|11|11
4892,1524|4869,1450|4869,1450|5571||11|office room|11|11
4892,1524|4869,1450|4869,1450|5572||11|office room|11|11
4570,1176|4525,1139|4525,1139|5560||11|office room|11|11
4572,1280|4524,1239|4524,1239|5562||11|office room|11|11
4573,1385|4526,1345|4526,1345|5564||11|office room|11|11
4574,1479|4523,1446|4523,1446|5566||11|office room|11|11
4574,1575|4602,1529|4602,1529|5568||11|office room|11|11
4484,1579|4521,1528|4521,1528|5567||11|office room|11|11
4460,1491|4496,1446|4496,1446|5565||11|office room|11|11
4459,1383|4497,1343|4497,1343|5563||11|office room|11|11
4460,1281|4497,1243|4497,1243|5561||11|office room|11|11
4460,1177|4497,1141|4497,1141|5559||11|office room|11|11
4462,1111|4495,1097|4495,1097|5558||11|office room|11|11
4461,1069|4496,1076|4496,1076|5557||11|office room|11|11
4399,1069|4364,1077|4364,1077|5544||11|office room|11|11
4402,1110|4365,1101|4365,1101|5543||11|office room|11|11
4315,1066|4353,1081|4353,1081|5540||11|office room|11|11
4315,1110|4354,1100|4354,1100|5541||11|office room|11|11
4261,1070|4221,1078|4221,1078|5536||11|office room|11|11
4255,1109|4222,1096|4222,1096|5537||11|office room|11|11
4747,982|4726,1031|4726,1031|5556||11|office room|11|11
4683,999|4708,1091|4708,1091|5554||11|office room|11|11
4633,982|4624,1032|4624,1032|5553||11|office room|11|11
4637,1047|4624,1072|4624,1072|5552||11|office room|11|11
4580,1011|4618,1080|4618,1080|5551||11|office room|11|11
4531,982|4507,1015|4507,1015|5549||11|office room|11|11
